,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateOut,lat,lon,EIC,projectID,bus
1949,Hyogo Prefecture Kato Solar Xiv,Solar,PV,PP,JP,1.5,,,,,,2016,2016,2035,34.8904,134.9638,{nan},{'GEM': {'G100001043397'}},1983
1950,Hyogo Prefecture Kato Solar Xviii,Solar,PV,PP,JP,4,,,,,,2018,2018,2038,34.9433,134.9577,{nan},{'GEM': {'G100001043456'}},1983
1951,Hyogo Prefecture Kawanishi Town Solar,Solar,PV,PP,JP,1,,,,,,2014,2014,2034,34.8081,135.4063,{nan},{'GEM': {'G100001043169'}},1059
1952,Hyogo Prefecture Kawanishi Town Solar,Solar,PV,PP,JP,5.2,,,,,,2024,2024,2044,34.9157333333333,135.417666666667,"{nan, nan, nan}","{'GEM': {'G100001043486', 'G100001043487', 'G100001043384'}}",1059
1953,Hyogo Prefecture Kawanishi Town Solar,Solar,PV,PP,JP,2,,,,,,2023,2023,2043,34.887,135.3851,{nan},{'GEM': {'G100001043494'}},1059
1954,Hyogo Prefecture Kobe Solar,Solar,PV,PP,JP,2.8,,,,,,2013,2013,2034,34.69825,135.289,"{nan, nan}","{'GEM': {'G100001043161', 'G100001043183'}}",262
1955,Hyogo Prefecture Kobe Solar,Solar,PV,PP,JP,1.5,,,,,,2014,2014,2034,34.7202,134.9382,{nan},{'GEM': {'G100001043206'}},261
1956,Hyogo Prefecture Kobe Solar,Solar,PV,PP,JP,5.8,,,,,,2014,2014,2035,34.6808666666667,135.024466666667,"{nan, nan, nan}","{'GEM': {'G100001043157', 'G100001043158', 'G100001043269'}}",261
1957,Hyogo Prefecture Kobe Solar,Solar,PV,PP,JP,1.5,,,,,,2014,2014,2034,34.6272,135.0619,{nan},{'GEM': {'G100001043151'}},261
1958,Hyogo Prefecture Kobe Solar,Solar,PV,PP,JP,2.5,,,,,,2013,2013,2037,34.7426,135.1707,"{nan, nan}","{'GEM': {'G100001043408', 'G100001043145'}}",262
1959,Hyogo Prefecture Kobe Solar,Solar,PV,PP,JP,1.5,,,,,,2013,2013,2033,34.6665,135.2045,{nan},{'GEM': {'G100001043128'}},262
1960,Hyogo Prefecture Kobe Solar,Solar,PV,PP,JP,9.8,,,,,,2015,2015,2042,34.7237,135.087066666667,"{nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001043368', 'G100001043539', 'G100001043544', 'G100001043201', 'G100001043465', 'G100001043489'}}",2349
1961,Hyogo Prefecture Kobe Solar,Solar,PV,PP,JP,3,,,,,,2014,2014,2036,34.65395,135.2316,"{nan, nan}","{'GEM': {'G100001043392', 'G100001043203'}}",262
1962,Hyogo Prefecture Kobe Solar,Solar,PV,PP,JP,7.2,,,,,,2014,2014,2034,34.7537,135.0817,{nan},{'GEM': {'G100001043160'}},2349
1963,Hyogo Prefecture Kobe Solar Xii,Solar,PV,PP,JP,3.4,,,,,,2013,2013,2035,34.7050666666667,135.2202,"{nan, nan, nan}","{'GEM': {'G100001043319', 'G100001043216', 'G100001043331'}}",262
1964,Hyogo Prefecture Kobe Solar Xiii,Solar,PV,PP,JP,6.2,,,,,,2015,2015,2041,34.7284,135.0513,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001043361', 'G100001043528', 'G100001043255', 'G100001043416', 'G100001043415'}}",2349
1965,Hyogo Prefecture Kobe Solar Xiv,Solar,PV,PP,JP,5.6,,,,,,2015,2015,2043,34.647675,135.14965,"{nan, nan, nan, nan}","{'GEM': {'G100001043281', 'G100001043257', 'G100001043497', 'G100001043496'}}",262
1966,Hyogo Prefecture Kobe Solar Xix,Solar,PV,PP,JP,5.8,,,,,,2016,2016,2041,34.7095666666667,134.9784,"{nan, nan, nan}","{'GEM': {'G100001043336', 'G100001043448', 'G100001043438'}}",261
1967,Hyogo Prefecture Kobe Solar Xliv,Solar,PV,PP,JP,4,,,,,,2020,2020,2041,34.6668,134.9921,"{nan, nan}","{'GEM': {'G100001043538', 'G100001043533'}}",261
1968,Hyogo Prefecture Kobe Solar Xlv,Solar,PV,PP,JP,3.1,,,,,,2019,2019,2040,34.74475,134.9882,"{nan, nan}","{'GEM': {'G100001043537', 'G100001043478'}}",2349
1969,Hyogo Prefecture Kobe Solar Xx,Solar,PV,PP,JP,3.8,,,,,,2015,2015,2041,34.7035333333333,135.020233333333,"{nan, nan, nan}","{'GEM': {'G100001043365', 'G100001043437', 'G100001043337'}}",261
1970,Hyogo Prefecture Kobe Solar Xxiv,Solar,PV,PP,JP,5,,,,,,2015,2015,2037,34.822,135.11905,"{nan, nan}","{'GEM': {'G100001043385', 'G100001043400'}}",1088
1971,Hyogo Prefecture Kobe Solar Xxix,Solar,PV,PP,JP,1.9,,,,,,2018,2018,2037,34.7115,135.1023,{nan},{'GEM': {'G100001043414'}},262
1972,Hyogo Prefecture Kobe Solar Xxviii,Solar,PV,PP,JP,2,,,,,,2016,2016,2036,34.7532,135.0044,{nan},{'GEM': {'G100001043412'}},2349
1973,Hyogo Prefecture Kobe Solar Xxxii,Solar,PV,PP,JP,10.9,,,,,,2015.74075,2015.74075,2040.74075,34.8707,135.2712,{nan},{'GEM': {'G100001043420'}},1726
1974,Hyogo Prefecture Kobe Solar Xxxiii,Solar,PV,PP,JP,1,,,,,,2017,2017,2037,34.8741,135.181,{nan},{'GEM': {'G100001043431'}},1726
1975,Hyogo Prefecture Kobe Solar Xxxvii,Solar,PV,PP,JP,1.5,,,,,,2015.74075,2015.74075,2040.74075,34.7075,135.1226,{nan},{'GEM': {'G100001043462'}},262
1976,Hyogo Prefecture Miki Solar,Solar,PV,PP,JP,5,,,,,,2014,2014,2038,34.761975,134.97305,"{nan, nan, nan, nan}","{'GEM': {'G100001043260', 'G100001043467', 'G100001043333', 'G100001043299'}}",2349
1977,Hyogo Prefecture Miki Solar,Solar,PV,PP,JP,2.5,,,,,,2015,2015,2035,34.7852,134.98255,"{nan, nan}","{'GEM': {'G100001043502', 'G100001043314'}}",2349
1978,Hyogo Prefecture Miki Solar,Solar,PV,PP,JP,2,,,,,,2015,2015,2035,34.9302,135.1378,"{nan, nan}","{'GEM': {'G100001043343', 'G100001043342'}}",176
1979,Hyogo Prefecture Miki Solar,Solar,PV,PP,JP,3,,,,,,2014,2014,2036,34.80825,135.00235,"{nan, nan}","{'GEM': {'G100001043265', 'G100001043371'}}",2349
1980,Hyogo Prefecture Miki Solar,Solar,PV,PP,JP,6.7,,,,,,2014,2014,2039,34.77274,135.0265,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001043473', 'G100001043461', 'G100001043295', 'G100001043524', 'G100001043428'}}",2349
1981,Hyogo Prefecture Miki Solar,Solar,PV,PP,JP,1.5,,,,,,2013,2013,2033,34.8765,135.1483,{nan},{'GEM': {'G100001043122'}},1727
1982,Hyogo Prefecture Miki Solar,Solar,PV,PP,JP,6.5,,,,,,2013,2013,2042,34.7872,134.93722,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001043326', 'G100001043163', 'G100001043457', 'G100001043483', 'G100001043327'}}",2349
1983,Hyogo Prefecture Miki Solar Xii,Solar,PV,PP,JP,1,,,,,,2015,2015,2035,34.9302,135.1378,{nan},{'GEM': {'G100001043344'}},176
1984,Hyogo Prefecture Miki Solar Xiii,Solar,PV,PP,JP,4,,,,,,2020,2020,2041,34.8892,135.1103,"{nan, nan}","{'GEM': {'G100001043521', 'G100001043352'}}",176
1985,Hyogo Prefecture Miki Solar Xv,Solar,PV,PP,JP,4.8,,,,,,2018,2018,2038,34.8169,135.0513,{nan},{'GEM': {'G100001043413'}},2349
1986,Hyogo Prefecture Minamiawaji City Solar,Solar,PV,PP,JP,6.2,,,,,,2013,2013,2040,34.265675,134.748175,"{nan, nan, nan, nan}","{'GEM': {'G100001043405', 'G100001043525', 'G100001043153', 'G100001043406'}}",796
1987,Hyogo Prefecture Minamiawaji City Solar,Solar,PV,PP,JP,2.9,,,,,,2014,2014,2038,34.33675,134.7525,"{nan, nan}","{'GEM': {'G100001043469', 'G100001043193'}}",796
1988,Hyogo Prefecture Minamiawaji City Solar,Solar,PV,PP,JP,20.3,,,,,,2019,2019,2039,34.3046333333333,134.6796,"{nan, nan, nan}","{'GEM': {'G100001043164', 'G100001043218', 'G100001043381'}}",2225
1989,Hyogo Prefecture Minamiawaji City Solar,Solar,PV,PP,JP,4.5,,,,,,2013,2013,2036,34.2995,134.820166666667,"{nan, nan, nan}","{'GEM': {'G100001043378', 'G100001043136', 'G100001043294'}}",2386
1990,Hyogo Prefecture Minamiawaji City Solar,Solar,PV,PP,JP,9.5,,,,,,2015,2015,2040,34.2203666666667,134.735433333333,"{nan, nan, nan}","{'GEM': {'G100001043353', 'G100001043237', 'G100001043195'}}",2225
1991,Hyogo Prefecture Minamiawaji City Solar,Solar,PV,PP,JP,3,,,,,,2019,2019,2039,34.2863,134.6959,"{nan, nan}","{'GEM': {'G100001043526', 'G100001043208'}}",2225
1992,Hyogo Prefecture Minamiawaji City Solar Xvi,Solar,PV,PP,JP,2,,,,,,2021,2021,2041,34.2833,134.717,{nan},{'GEM': {'G100001043481'}},796
1993,Hyogo Prefecture Minamiawaji City Solar Xvii,Solar,PV,PP,JP,1,,,,,,2021,2021,2041,34.3222,134.7557,{nan},{'GEM': {'G100001043514'}},796
1994,Hyogo Prefecture Nishinomiya Solar,Solar,PV,PP,JP,3.5,,,,,,2015,2015,2041,34.6988,135.37525,"{nan, nan}","{'GEM': {'G100001043290', 'G100001043501'}}",1059
1995,Hyogo Prefecture Nishinomiya Solar,Solar,PV,PP,JP,22.3,,,,,,2014,2014,2040,34.8394166666667,135.303,"{nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001043503', 'G100001043325', 'G100001043430', 'G100001043205', 'G100001043453', 'G100001043404'}}",58
1996,Hyogo Prefecture Nishinomiya Solar,Solar,PV,PP,JP,2.8,,,,,,2015,2015,2040,34.81115,135.25155,"{nan, nan}","{'GEM': {'G100001043339', 'G100001043532'}}",1726
1997,Hyogo Prefecture Nishiwaki Solar,Solar,PV,PP,JP,4.6,,,,,,2014,2014,2041,34.99275,134.98305,"{nan, nan, nan, nan}","{'GEM': {'G100001043340', 'G100001043455', 'G100001043527', 'G100001043249'}}",1983
1998,Hyogo Prefecture Nishiwaki Solar,Solar,PV,PP,JP,4,,,,,,2015,2015,2042,35.0086333333333,135.019433333333,"{nan, nan, nan}","{'GEM': {'G100001043500', 'G100001043513', 'G100001043323'}}",176
1999,Hyogo Prefecture Nishiwaki Solar,Solar,PV,PP,JP,1,,,,,,2016,2016,2036,34.9639,134.9977,{nan},{'GEM': {'G100001043418'}},1983
2000,Hyogo Prefecture Ono Solar,Solar,PV,PP,JP,18.1,,,,,,2013,2013,2037,34.892,134.917966666667,"{nan, nan, nan}","{'GEM': {'G100001043292', 'G100001043345', 'G100001043131'}}",1983
2001,Hyogo Prefecture Ono Solar,Solar,PV,PP,JP,1,,,,,,2015,2015,2035,34.8535,134.9977,{nan},{'GEM': {'G100001043360'}},2349
2002,Hyogo Prefecture Ono Solar,Solar,PV,PP,JP,2.5,,,,,,2017,2017,2040,34.8669,134.9813,"{nan, nan}","{'GEM': {'G100001043349', 'G100001043518'}}",1983
2003,Hyogo Prefecture Ono Solar,Solar,PV,PP,JP,2,,,,,,2013,2013,2034,34.83035,134.98005,"{nan, nan}","{'GEM': {'G100001043287', 'G100001043166'}}",2349
2004,Hyogo Prefecture Ono Solar,Solar,PV,PP,JP,1,,,,,,2015,2015,2035,34.8317,134.9428,{nan},{'GEM': {'G100001043278'}},1983
2005,Hyogo Prefecture Ono Solar,Solar,PV,PP,JP,9.9,,,,,,2017,2017,2039,34.8561,134.9037,"{nan, nan}","{'GEM': {'G100001043231', 'G100001043474'}}",1983
2006,Hyogo Prefecture Ono Solar,Solar,PV,PP,JP,4.2,,,,,,2016,2016,2038,34.8641333333333,134.952,"{nan, nan, nan}","{'GEM': {'G100001043351', 'G100001043387', 'G100001043477'}}",1983
2007,Hyogo Prefecture Sanda Solar,Solar,PV,PP,JP,3.3,,,,,,2021,2021,2041,34.9393,135.1178,"{nan, nan}","{'GEM': {'G100001043534', 'G100001043445'}}",176
2008,Hyogo Prefecture Sanda Solar,Solar,PV,PP,JP,2.8,,,,,,2017,2017,2036,34.9484,135.2384,"{nan, nan}","{'GEM': {'G100001043167', 'G100001043476'}}",1727
2009,Hyogo Prefecture Sanda Solar,Solar,PV,PP,JP,2,,,,,,2015.74075,2015.74075,2040.74075,34.9973,135.1916,{nan},{'GEM': {'G100001043493'}},2032
2010,Hyogo Prefecture Sanda Solar,Solar,PV,PP,JP,5.5,,,,,,2015,2015,2038,34.8999,135.2443,"{nan, nan, nan}","{'GEM': {'G100001043364', 'G100001043443', 'G100001043407'}}",1726
2011,Hyogo Prefecture Sayo Town Solar,Solar,PV,PP,JP,22,,,,,,2014,2014,2037,35.0037666666667,134.389833333333,"{nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001043240', 'G100001043155', 'G100001043236', 'G100001043267', 'G100001043268', 'G100001043423'}}",1324
2012,Hyogo Prefecture Sayo Town Solar,Solar,PV,PP,JP,3.3,,,,,,2016,2016,2041,34.97795,134.43,"{nan, nan}","{'GEM': {'G100001043422', 'G100001043515'}}",1324
2013,Hyogo Prefecture Sayo Town Solar,Solar,PV,PP,JP,10,,,,,,2019,2019,2039,35.0031,134.3566,{nan},{'GEM': {'G100001043454'}},1324
2014,Hyogo Prefecture Sayo Town Solar,Solar,PV,PP,JP,6.2,,,,,,2014,2014,2034,35.03255,134.37505,"{nan, nan}","{'GEM': {'G100001043188', 'G100001043488'}}",1324
2015,Hyogo Prefecture Sayo Town Solar Xii,Solar,PV,PP,JP,2,,,,,,2021,2021,2041,34.9934,134.3142,"{nan, nan}","{'GEM': {'G100001043523', 'G100001043516'}}",1324
2016,Hyogo Prefecture Shiso City Solar,Solar,PV,PP,JP,3.3,,,,,,2015,2015,2040,35.1198,134.5831,"{nan, nan}","{'GEM': {'G100001043196', 'G100001043479'}}",424
2017,Hyogo Prefecture Shiso City Solar,Solar,PV,PP,JP,2,,,,,,2016,2016,2036,35.0546,134.5949,{nan},{'GEM': {'G100001043403'}},424
2018,Hyogo Prefecture Sumoto City Solar,Solar,PV,PP,JP,1,,,,,,2015,2015,2034,34.416,134.8342,{nan},{'GEM': {'G100001043245'}},2402
2019,Hyogo Prefecture Sumoto City Solar,Solar,PV,PP,JP,11,,,,,,2014,2014,2037,34.2893,134.9269,"{nan, nan, nan}","{'GEM': {'G100001043168', 'G100001043197', 'G100001043204'}}",2039
2020,Hyogo Prefecture Sumoto City Solar,Solar,PV,PP,JP,5,,,,,,2013,2013,2037,34.381875,134.8748,"{nan, nan, nan, nan}","{'GEM': {'G100001043221', 'G100001043283', 'G100001043330', 'G100001043180'}}",2039
2021,Hyogo Prefecture Sumoto City Solar,Solar,PV,PP,JP,3,,,,,,2014,2014,2035,34.3750666666667,134.771366666667,"{nan, nan, nan}","{'GEM': {'G100001043150', 'G100001043156', 'G100001043279'}}",2402
2022,Hyogo Prefecture Taishi Solar,Solar,PV,PP,JP,2.2,,,,,,2015,2015,2038,34.83105,134.6184,"{nan, nan}","{'GEM': {'G100001043215', 'G100001043475'}}",1694
2023,Hyogo Prefecture Taka Town Solar,Solar,PV,PP,JP,3.9,,,,,,2014,2014,2041,35.0890666666667,134.9117,"{nan, nan, nan}","{'GEM': {'G100001043191', 'G100001043535', 'G100001043274'}}",2245
2024,Hyogo Prefecture Taka Town Solar,Solar,PV,PP,JP,1.2,,,,,,2015,2015,2034,35.0154,134.9207,{nan},{'GEM': {'G100001043248'}},1271
2025,Hyogo Prefecture Taka Town Solar,Solar,PV,PP,JP,1.3,,,,,,2014,2014,2034,35.1466,134.909,{nan},{'GEM': {'G100001043241'}},2245
2026,Hyogo Prefecture Takarazuka Solar,Solar,PV,PP,JP,1.7,,,,,,2023,2023,2042,34.8735,135.3336,{nan},{'GEM': {'G100001043541'}},58
2027,Hyogo Prefecture Tamba City Solar,Solar,PV,PP,JP,1.1,,,,,,2016,2016,2036,35.1795,135.1424,{nan},{'GEM': {'G100001043379'}},1552
2028,Hyogo Prefecture Tamba City Solar,Solar,PV,PP,JP,2.9,,,,,,2013,2013,2037,35.24845,135.0292,"{nan, nan}","{'GEM': {'G100001043126', 'G100001043468'}}",1552
2029,Hyogo Prefecture Tamba City Solar,Solar,PV,PP,JP,5,,,,,,2014,2014,2036,35.166975,135.043925,"{nan, nan, nan, nan}","{'GEM': {'G100001043341', 'G100001043359', 'G100001043253', 'G100001043301'}}",2245
2030,Hyogo Prefecture Tamba City Solar,Solar,PV,PP,JP,1,,,,,,2015,2015,2034,35.2545,134.9603,{nan},{'GEM': {'G100001043266'}},2014
2031,Hyogo Prefecture Tamba Sasayama Solar,Solar,PV,PP,JP,1.5,,,,,,2015,2015,2035,35.0031,135.1237,{nan},{'GEM': {'G100001043226'}},2032
2032,Hyogo Prefecture Tamba Sasayama Solar,Solar,PV,PP,JP,1.2,,,,,,2015,2015,2034,35.1206,135.2665,{nan},{'GEM': {'G100001043289'}},2016
2033,Hyogo Prefecture Tamba Sasayama Solar,Solar,PV,PP,JP,7.3,,,,,,2016,2016,2038,35.1167666666667,135.364366666667,"{nan, nan, nan}","{'GEM': {'G100001043355', 'G100001043372', 'G100001043354'}}",1507
2034,Hyogo Prefecture Tatsuno City Solar,Solar,PV,PP,JP,4.5,,,,,,2015,2015,2037,34.795025,134.5392,"{nan, nan, nan, nan}","{'GEM': {'G100001043229', 'G100001043441', 'G100001043286', 'G100001043362'}}",1694
2035,Hyogo Prefecture Tatsuno City Solar,Solar,PV,PP,JP,9.1,,,,,,2014,2014,2037,34.935,134.45155,"{nan, nan, nan, nan}","{'GEM': {'G100001043251', 'G100001043242', 'G100001043252', 'G100001043444'}}",425
2036,Hyogo Prefecture Tatsuno City Solar,Solar,PV,PP,JP,4.5,,,,,,2014,2014,2035,34.8613666666667,134.577166666667,"{nan, nan, nan}","{'GEM': {'G100001043233', 'G100001043310', 'G100001043177'}}",1694
2037,Hyogo Prefecture Tatsuno City Solar,Solar,PV,PP,JP,2.7,,,,,,2018,2018,2038,34.862,134.4889,"{nan, nan}","{'GEM': {'G100001043394', 'G100001043472'}}",1694
2038,Hyogo Prefecture Tatsuno City Solar,Solar,PV,PP,JP,2.3,,,,,,2015,2015,2036,34.92,134.52665,"{nan, nan}","{'GEM': {'G100001043347', 'G100001043312'}}",2369
2039,Hyogo Prefecture Toyooka City Solar,Solar,PV,PP,JP,1.9,,,,,,2014,2014,2034,35.4626,134.7611,{nan},{'GEM': {'G100001043175'}},923
2040,Hyogo Prefecture Toyooka City Solar,Solar,PV,PP,JP,1.5,,,,,,2015,2015,2035,35.4894,134.8875,{nan},{'GEM': {'G100001043291'}},1650
2041,Hyogo Prefecture Toyooka City Solar,Solar,PV,PP,JP,3,,,,,,2017,2017,2039,35.52045,134.88745,"{nan, nan}","{'GEM': {'G100001043382', 'G100001043446'}}",1650
2042,Hyogo Prefecture Toyooka City Solar,Solar,PV,PP,JP,1.5,,,,,,2015.74075,2015.74075,2040.74075,35.5291,134.7889,{nan},{'GEM': {'G100001043491'}},1783
2043,Hyogo Prefecture Toyooka City Solar,Solar,PV,PP,JP,1.1,,,,,,2020,2020,2040,35.4363,134.9017,{nan},{'GEM': {'G100001043530'}},2035
2044,Hyuga,Solid Biomass,,,JP,50,,,,,,2024,2024,2044,32.4305,131.6421,{nan},{'GEM': {'G100000200038'}},667
2045,Hyugahichiya Solar,Solar,PV,PP,JP,43,,,,,,2017,2017,2037,32.4433,131.6401,"{nan, nan}","{'GEM': {'G100001046012', 'G100000801163'}}",667
2046,Ibaraki,CCGT,CCGT,,JP,218.8,,,,,,2012,2012,2052,36.538347,140.381106,"{nan, nan}","{'GEM': {'G100000404005', 'G100000404006'}}",2139
2047,Ibaraki Prefecture Ami Solar,Solar,PV,PP,JP,3.5,,,,,,2015,2015,2041,36.0149,140.1945,"{nan, nan}","{'GEM': {'G100001039492', 'G100001039562'}}",2144
2048,Ibaraki Prefecture Ami Solar,Solar,PV,PP,JP,1.5,,,,,,2015,2015,2035,35.9831,140.2064,{nan},{'GEM': {'G100001039339'}},2144
2049,Ibaraki Prefecture Ami Solar,Solar,PV,PP,JP,9.9,,,,,,2020,2020,2040,36.0149,140.2721,{nan},{'GEM': {'G100001039327'}},1065
2050,Ibaraki Prefecture Ami Solar,Solar,PV,PP,JP,1.9,,,,,,2015,2015,2035,36.017,140.2211,{nan},{'GEM': {'G100001039182'}},2144
2051,Ibaraki Prefecture Ami Solar,Solar,PV,PP,JP,5.1,,,,,,2015,2015,2037,36.0201666666667,140.255066666667,"{nan, nan, nan}","{'GEM': {'G100001039236', 'G100001039489', 'G100001039235'}}",1065
2052,Ibaraki Prefecture Ami Solar,Solar,PV,PP,JP,5.5,,,,,,2013,2013,2038,35.9939,140.2219,"{nan, nan, nan}","{'GEM': {'G100001039594', 'G100001039469', 'G100001039045'}}",2144
2053,Ibaraki Prefecture Ami Solar,Solar,PV,PP,JP,2.8,,,,,,2014,2014,2034,35.98575,140.26425,"{nan, nan}","{'GEM': {'G100001039030', 'G100001039082'}}",1065
2054,Ibaraki Prefecture Bando Solar,Solar,PV,PP,JP,8.3,,,,,,2013,2013,2039,36.062125,139.908025,"{nan, nan, nan, nan}","{'GEM': {'G100001039031', 'G100001039650', 'G100001039334', 'G100001039003'}}",1024
2055,Ibaraki Prefecture Bando Solar,Solar,PV,PP,JP,2,,,,,,2016,2016,2036,36.0985,139.8522,{nan},{'GEM': {'G100001039443'}},1024
2056,Ibaraki Prefecture Bando Solar,Solar,PV,PP,JP,4.1,,,,,,2013,2013,2039,36.0022666666667,139.891766666667,"{nan, nan, nan}","{'GEM': {'G100001039048', 'G100001039280', 'G100001039508'}}",1024
2057,Ibaraki Prefecture Bando Solar,Solar,PV,PP,JP,1.5,,,,,,2014,2014,2034,36.0334,139.877,{nan},{'GEM': {'G100001039176'}},1024
2058,Ibaraki Prefecture Chikusei Solar,Solar,PV,PP,JP,2,,,,,,2016,2016,2036,36.2944,140.0072,{nan},{'GEM': {'G100001039371'}},1258
2059,Ibaraki Prefecture Chikusei Solar,Solar,PV,PP,JP,14.1,,,,,,2015,2015,2040,36.2363333333333,140.034211111111,"{nan, nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001039674', 'G100001039581', 'G100001039405', 'G100001039456', 'G100001039406', 'G100001039436', 'G100001039361', 'G100001039340', 'G100001039465'}}",1258
2060,Ibaraki Prefecture Chikusei Solar,Solar,PV,PP,JP,2.7,,,,,,2014,2014,2039,36.27535,139.93275,"{nan, nan}","{'GEM': {'G100001039619', 'G100001039386'}}",1025
2061,Ibaraki Prefecture Chikusei Solar,Solar,PV,PP,JP,3.9,,,,,,2016,2016,2040,36.2269,140.0098,"{nan, nan, nan}","{'GEM': {'G100001039530', 'G100001039379', 'G100001039378'}}",1025
2062,Ibaraki Prefecture Chikusei Solar,Solar,PV,PP,JP,3.7,,,,,,2015,2015,2038,36.2886333333333,139.923166666667,"{nan, nan, nan}","{'GEM': {'G100001039617', 'G100001039217', 'G100001039216'}}",1025
2063,Ibaraki Prefecture Chikusei Solar,Solar,PV,PP,JP,1,,,,,,2013,2013,2033,36.331,139.915,{nan},{'GEM': {'G100001039022'}},2143
2064,Ibaraki Prefecture Chikusei Solar,Solar,PV,PP,JP,1.5,,,,,,2014,2014,2034,36.2716,140.0303,{nan},{'GEM': {'G100001039160'}},1258
2065,Ibaraki Prefecture Chikusei Solar,Solar,PV,PP,JP,1.5,,,,,,2014,2014,2034,36.209,140.0367,{nan},{'GEM': {'G100001039078'}},1025
2066,Ibaraki Prefecture Chikusei Solar Xii,Solar,PV,PP,JP,1.9,,,,,,2016,2016,2036,36.3638,140.038,{nan},{'GEM': {'G100001039391'}},2143
2067,Ibaraki Prefecture Chikusei Solar Xv,Solar,PV,PP,JP,1,,,,,,2015,2015,2035,36.2565,139.9143,{nan},{'GEM': {'G100001039424'}},1025
2068,Ibaraki Prefecture Chikusei Solar Xvii,Solar,PV,PP,JP,1.5,,,,,,2018,2018,2038,36.209,140.0367,{nan},{'GEM': {'G100001039453'}},1025
2069,Ibaraki Prefecture Chikusei Solar Xviii,Solar,PV,PP,JP,1,,,,,,2018,2018,2038,36.209,140.0367,{nan},{'GEM': {'G100001039455'}},1025
2070,Ibaraki Prefecture Chikusei Solar Xxi,Solar,PV,PP,JP,1,,,,,,2018,2018,2038,36.3651,139.97,{nan},{'GEM': {'G100001039477'}},2143
2071,Ibaraki Prefecture Chikusei Solar Xxiii,Solar,PV,PP,JP,2,,,,,,2016,2016,2036,36.2955,139.9027,{nan},{'GEM': {'G100001039556'}},1025
2072,Ibaraki Prefecture Chikusei Solar Xxix,Solar,PV,PP,JP,1,,,,,,2020,2020,2040,36.3217,140.0213,{nan},{'GEM': {'G100001039631'}},2143
2073,Ibaraki Prefecture Chikusei Solar Xxv,Solar,PV,PP,JP,1,,,,,,2017,2017,2037,36.2456,139.9623,{nan},{'GEM': {'G100001039584'}},1025
2074,Ibaraki Prefecture Chikusei Solar Xxvi,Solar,PV,PP,JP,1,,,,,,2018,2018,2038,36.2926,140.0342,{nan},{'GEM': {'G100001039614'}},1258
2075,Ibaraki Prefecture Chikusei Solar Xxx,Solar,PV,PP,JP,1.5,,,,,,2015.74075,2015.74075,2040.74075,36.275,140.0631,{nan},{'GEM': {'G100001039654'}},1258
2076,Ibaraki Prefecture Chikusei Solar Xxxii,Solar,PV,PP,JP,1.5,,,,,,2022,2022,2041,36.2887,139.9642,{nan},{'GEM': {'G100001039693'}},1258
2077,Ibaraki Prefecture Daigo Town Solar,Solar,PV,PP,JP,8.5,,,,,,2023,2023,2040,36.7538,140.436,{nan},{'GEM': {'G100001039525'}},2123
2078,Ibaraki Prefecture Daigo Town Solar,Solar,PV,PP,JP,2,,,,,,2014,2014,2034,36.819,140.3018,"{nan, nan}","{'GEM': {'G100001039118', 'G100001039117'}}",2231
2079,Ibaraki Prefecture Daigo Town Solar,Solar,PV,PP,JP,2.5,,,,,,2017,2017,2038,36.80675,140.374,"{nan, nan}","{'GEM': {'G100001039399', 'G100001039451'}}",2124
2080,Ibaraki Prefecture Daigo Town Solar,Solar,PV,PP,JP,2,,,,,,2016,2016,2040,36.7846,140.34625,"{nan, nan}","{'GEM': {'G100001039444', 'G100001039274'}}",2124
2081,Ibaraki Prefecture Goka Solar,Solar,PV,PP,JP,2,,,,,,2018,2018,2038,36.0873,139.7588,{nan},{'GEM': {'G100001039613'}},2422
2082,Ibaraki Prefecture Hitachi Solar,Solar,PV,PP,JP,3.5,,,,,,2015,2015,2041,36.6481,140.57555,"{nan, nan}","{'GEM': {'G100001039359', 'G100001039550'}}",1934
2083,Ibaraki Prefecture Hitachi Solar,Solar,PV,PP,JP,14,,,,,,2020,2020,2039,36.6706,140.6068,{nan},{'GEM': {'G100001039540'}},766
2084,Ibaraki Prefecture Hitachi Solar,Solar,PV,PP,JP,18.5,,,,,,2014,2014,2040,36.6754,140.6716,"{nan, nan}","{'GEM': {'G100001039096', 'G100001039428'}}",766
2085,Ibaraki Prefecture Hitachi Solar,Solar,PV,PP,JP,2,,,,,,2017,2017,2036,36.5033,140.6259,{nan},{'GEM': {'G100001039244'}},766
2086,Ibaraki Prefecture Hitachi Solar,Solar,PV,PP,JP,7.2,,,,,,2017,2017,2041,36.633075,140.664875,"{nan, nan, nan, nan}","{'GEM': {'G100001039476', 'G100001039702', 'G100001039678', 'G100001039600'}}",766
