,Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateOut,lat,lon,EIC,projectID,bus
1197,Fukushima Prefecture Date Solar,Solar,PV,PP,JP,2.7,,,,,,2013,2013,2036,37.75555,140.59455,"{nan, nan}","{'GEM': {'G100001038793', 'G100001038678'}}",1169
1198,Fukushima Prefecture Date Solar,Solar,PV,PP,JP,6.1,,,,,,2015,2015,2036,37.85645,140.5859,"{nan, nan, nan, nan}","{'GEM': {'G100001038900', 'G100001038755', 'G100001038907', 'G100001038902'}}",2399
1199,Fukushima Prefecture Date Solar,Solar,PV,PP,JP,1.6,,,,,,2013,2013,2033,37.8175,140.5004,{nan},{'GEM': {'G100001038702'}},47
1200,Fukushima Prefecture Date Solar,Solar,PV,PP,JP,1,,,,,,2021,2021,2040,37.8056,140.601,{nan},{'GEM': {'G100001038903'}},2399
1201,Fukushima Prefecture Fukushima Town Solar,Solar,PV,PP,JP,7,,,,,,2020,2020,2040,37.6756,140.3631,{nan},{'GEM': {'G100001038744'}},1948
1202,Fukushima Prefecture Fukushima Town Solar,Solar,PV,PP,JP,5.5,,,,,,2017,2017,2040,37.7427333333333,140.522466666667,"{nan, nan, nan}","{'GEM': {'G100001038858', 'G100001038859', 'G100001038746'}}",1169
1203,Fukushima Prefecture Fukushima Town Solar,Solar,PV,PP,JP,19.8,,,,,,2015,2015,2041,37.7078857142857,140.400414285714,"{nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001038863', 'G100001038990', 'G100001038891', 'G100001038764', 'G100001038799', 'G100001038724', 'G100001038892'}}",1948
1204,Fukushima Prefecture Fukushima Town Solar,Solar,PV,PP,JP,17.5,,,,,,2014,2014,2037,37.7957,140.5196,"{nan, nan, nan}","{'GEM': {'G100001038752', 'G100001038728', 'G100001038727'}}",47
1205,Fukushima Prefecture Fukushima Town Solar,Solar,PV,PP,JP,2.4,,,,,,2014,2014,2036,37.7651,140.35,"{nan, nan}","{'GEM': {'G100001038736', 'G100001038766'}}",2194
1206,Fukushima Prefecture Fukushima Town Solar,Solar,PV,PP,JP,1.1,,,,,,2015,2015,2034,37.7582,140.4028,{nan},{'GEM': {'G100001038749'}},2194
1207,Fukushima Prefecture Fukushima Town Solar Xii,Solar,PV,PP,JP,2,,,,,,2015,2015,2035,37.6775,140.465,{nan},{'GEM': {'G100001038810'}},1169
1208,Fukushima Prefecture Fukushima Town Solar Xix,Solar,PV,PP,JP,5.2,,,,,,2017,2017,2040,37.782625,140.40725,"{nan, nan, nan, nan}","{'GEM': {'G100001038870', 'G100001038999', 'G100001038871', 'G100001038872'}}",2194
1209,Fukushima Prefecture Fukushima Town Solar Xvi,Solar,PV,PP,JP,10.5,,,,,,2015,2015,2040,37.8335,140.42075,"{nan, nan}","{'GEM': {'G100001038875', 'G100001038868'}}",2194
1210,Fukushima Prefecture Fukushima Town Solar Xxiii,Solar,PV,PP,JP,2,,,,,,2015.74075,2015.74075,2040.74075,37.7151,140.3236,{nan},{'GEM': {'G100001038979'}},1948
1211,Fukushima Prefecture Futaba Solar,Solar,PV,PP,JP,5,,,,,,2020,2020,2040,37.4648333333333,141.0245,"{nan, nan, nan}","{'GEM': {'G100001038938', 'G100001038937', 'G100001038935'}}",1010
1212,Fukushima Prefecture Hanawa Town Solar,Solar,PV,PP,JP,2,,,,,,2014,2014,2034,36.9199,140.5446,{nan},{'GEM': {'G100001038676'}},2123
1213,Fukushima Prefecture Hirata Village Solar,Solar,PV,PP,JP,2,,,,,,2016,2016,2039,37.1796,140.5921,"{nan, nan}","{'GEM': {'G100001038985', 'G100001038894'}}",1559
1214,Fukushima Prefecture Hirata Village Solar,Solar,PV,PP,JP,1.6,,,,,,2018,2018,2037,37.2117,140.5328,{nan},{'GEM': {'G100001038866'}},1715
1215,Fukushima Prefecture Hirono Town Solar,Solar,PV,PP,JP,2,,,,,,2015,2015,2035,37.2395,140.9913,{nan},{'GEM': {'G100001038805'}},1002
1216,Fukushima Prefecture Hirono Town Solar,Solar,PV,PP,JP,16,,,,,,2014,2014,2040,37.21605,140.9302,"{nan, nan}","{'GEM': {'G100001038857', 'G100001038701'}}",1002
1217,Fukushima Prefecture Hirono Town Solar,Solar,PV,PP,JP,2,,,,,,2020,2020,2040,37.1958,140.9726,{nan},{'GEM': {'G100001038732'}},1002
1218,Fukushima Prefecture Iitate Village Solar,Solar,PV,PP,JP,10,,,,,,2016,2016,2036,37.6532,140.6683,{nan},{'GEM': {'G100001038730'}},1170
1219,Fukushima Prefecture Inawashiro Town Solar,Solar,PV,PP,JP,4.8,,,,,,2017,2017,2039,37.5505333333333,140.058733333333,"{nan, nan, nan}","{'GEM': {'G100001038949', 'G100001038925', 'G100001038743'}}",1154
1220,Fukushima Prefecture Inawashiro Town Solar,Solar,PV,PP,JP,2,,,,,,2015,2015,2035,37.5105,140.1199,{nan},{'GEM': {'G100001038835'}},1154
1221,Fukushima Prefecture Inawashiro Town Solar,Solar,PV,PP,JP,1,,,,,,2018,2018,2037,37.6605,140.199,{nan},{'GEM': {'G100001038751'}},1341
1222,Fukushima Prefecture Inawashiro Town Solar,Solar,PV,PP,JP,32,,,,,,2020,2020,2040,37.47895,140.1753,"{nan, nan}","{'GEM': {'G100000834305', 'G100001038718'}}",1914
1223,Fukushima Prefecture Inawashiro Town Solar,Solar,PV,PP,JP,5,,,,,,2016,2016,2039,37.5951333333333,140.124166666667,"{nan, nan, nan}","{'GEM': {'G100001038930', 'G100001038920', 'G100001038709'}}",1154
1224,Fukushima Prefecture Ishikawa Town Solar,Solar,PV,PP,JP,18,,,,,,2015,2015,2039,37.15765,140.4226,"{nan, nan}","{'GEM': {'G100001038808', 'G100001038924'}}",1715
1225,Fukushima Prefecture Ishikawa Town Solar,Solar,PV,PP,JP,48,,,,,,2020,2020,2039,37.1677333333333,140.452733333333,"{nan, nan, nan}","{'GEM': {'G100001038980', 'G100000801108', 'G100001038842'}}",1715
1226,Fukushima Prefecture Iwaki Solar,Solar,PV,PP,JP,8,,,,,,2013,2013,2036,36.9183,140.76015,"{nan, nan, nan, nan}","{'GEM': {'G100001038818', 'G100001038816', 'G100001038817', 'G100001038705'}}",215
1227,Fukushima Prefecture Iwaki Solar,Solar,PV,PP,JP,7.9,,,,,,2014,2014,2041,36.92624,140.84974,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001038687', 'G100001038853', 'G100001038685', 'G100001038776', 'G100001038975'}}",1007
1228,Fukushima Prefecture Iwaki Solar,Solar,PV,PP,JP,2,,,,,,2013,2013,2033,36.9778,140.801,{nan},{'GEM': {'G100001038688'}},1007
1229,Fukushima Prefecture Iwaki Solar,Solar,PV,PP,JP,5.5,,,,,,2013,2013,2035,36.9512666666667,140.8641,"{nan, nan, nan}","{'GEM': {'G100001038707', 'G100001038690', 'G100001038706'}}",1007
1230,Fukushima Prefecture Iwaki Solar,Solar,PV,PP,JP,3.3,,,,,,2014,2014,2038,37.1237,140.86185,"{nan, nan}","{'GEM': {'G100001038909', 'G100001038691'}}",1560
1231,Fukushima Prefecture Iwaki Solar,Solar,PV,PP,JP,22.8,,,,,,2013,2013,2041,37.0601,140.8441,"{nan, nan, nan}","{'GEM': {'G100001038731', 'G100001038667', 'G100001038994'}}",1560
1232,Fukushima Prefecture Iwaki Solar,Solar,PV,PP,JP,2,,,,,,2014,2014,2034,37.1631,140.9973,{nan},{'GEM': {'G100001038686'}},1780
1233,Fukushima Prefecture Iwaki Solar Xiv,Solar,PV,PP,JP,3.4,,,,,,2015,2015,2039,36.929,140.7982,"{nan, nan}","{'GEM': {'G100001038735', 'G100001038974'}}",1007
1234,Fukushima Prefecture Iwaki Solar Xv,Solar,PV,PP,JP,2,,,,,,2021,2021,2041,36.9818,140.7365,{nan},{'GEM': {'G100001038762'}},215
1235,Fukushima Prefecture Iwaki Solar Xviii,Solar,PV,PP,JP,7.1,,,,,,2022,2022,2040,37.0266,140.7493,"{nan, nan, nan, nan}","{'GEM': {'G100001038813', 'G100001038908', 'G100001038824', 'G100001038826'}}",215
1236,Fukushima Prefecture Iwaki Solar Xxii,Solar,PV,PP,JP,3.4,,,,,,2015,2015,2035,37.00175,140.8803,"{nan, nan}","{'GEM': {'G100001038993', 'G100001038823'}}",1007
1237,Fukushima Prefecture Iwaki Solar Xxv,Solar,PV,PP,JP,8.9,,,,,,2018,2018,2038,37.04525,140.781525,"{nan, nan, nan, nan}","{'GEM': {'G100001038829', 'G100001038828', 'G100001038914', 'G100001038827'}}",215
1238,Fukushima Prefecture Iwaki Solar Xxxiii,Solar,PV,PP,JP,1.8,,,,,,2016,2016,2036,37.09,140.9035,{nan},{'GEM': {'G100001038905'}},1560
1239,Fukushima Prefecture Izumizaki Solar,Solar,PV,PP,JP,22,,,,,,2013,2013,2033,37.18195,140.2504,"{nan, nan}","{'GEM': {'G100001038694', 'G100000834317'}}",850
1240,Fukushima Prefecture Izumizaki Solar,Solar,PV,PP,JP,2,,,,,,2013,2013,2033,37.137,140.3308,{nan},{'GEM': {'G100001038668'}},852
1241,Fukushima Prefecture Izumizaki Solar,Solar,PV,PP,JP,8,,,,,,2018,2018,2038,37.1736,140.2631,{nan},{'GEM': {'G100001038846'}},852
1242,Fukushima Prefecture Kagamiishi Solar,Solar,PV,PP,JP,1.2,,,,,,2019,2019,2039,37.2481,140.3336,{nan},{'GEM': {'G100001038957'}},1716
1243,Fukushima Prefecture Kagamiishi Solar,Solar,PV,PP,JP,13,,,,,,2014,2014,2041,37.27066,140.3644,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001038897', 'G100001038977', 'G100001038692', 'G100001038679', 'G100001038713'}}",1716
1244,Fukushima Prefecture Kagamiishi Solar,Solar,PV,PP,JP,1.8,,,,,,2015,2015,2035,37.2255,140.3392,{nan},{'GEM': {'G100001038807'}},852
1245,Fukushima Prefecture Kawamata Town Solar,Solar,PV,PP,JP,1.9,,,,,,2015,2015,2035,37.6114,140.6583,{nan},{'GEM': {'G100001038884'}},854
1246,Fukushima Prefecture Kawauchi Village Solar,Solar,PV,PP,JP,37.9,,,,,,2015,2015,2040,37.3505,140.7832,"{nan, nan, nan, nan}","{'GEM': {'G100001038963', 'G100001038786', 'G100001038964', 'G100001038889'}}",1826
1247,Fukushima Prefecture Kawauchi Village Solar,Solar,PV,PP,JP,1.8,,,,,,2020,2020,2040,37.3747,140.87,{nan},{'GEM': {'G100001038947'}},465
1248,Fukushima Prefecture Kawauchi Village Solar,Solar,PV,PP,JP,12.5,,,,,,2016,2016,2040,37.3106,140.8664,"{nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001038931', 'G100001038932', 'G100001038946', 'G100001038933', 'G100001038929', 'G100001038965', 'G100001038777', 'G100001038945'}}",774
1249,Fukushima Prefecture Kitakata City Solar,Solar,PV,PP,JP,1,,,,,,2014,2014,2034,37.6288,139.925,{nan},{'GEM': {'G100001038763'}},1342
1250,Fukushima Prefecture Koori Solar,Solar,PV,PP,JP,1.2,,,,,,2016,2016,2036,37.8345,140.5356,{nan},{'GEM': {'G100001038934'}},2399
1251,Fukushima Prefecture Koriyama Solar,Solar,PV,PP,JP,1.5,,,,,,2013,2013,2033,37.3468,140.2889,{nan},{'GEM': {'G100001038693'}},1716
1252,Fukushima Prefecture Koriyama Solar,Solar,PV,PP,JP,5,,,,,,2015,2015,2041,37.373325,140.43725,"{nan, nan, nan, nan}","{'GEM': {'G100001038951', 'G100001038940', 'G100001038719', 'G100001038952'}}",28
1253,Fukushima Prefecture Koriyama Solar,Solar,PV,PP,JP,1,,,,,,2014,2014,2034,37.3426,140.3505,{nan},{'GEM': {'G100001038733'}},28
1254,Fukushima Prefecture Koriyama Solar,Solar,PV,PP,JP,2.3,,,,,,2018,2018,2039,37.3677,140.56275,"{nan, nan}","{'GEM': {'G100001038864', 'G100001038956'}}",995
1255,Fukushima Prefecture Koriyama Solar,Solar,PV,PP,JP,12,,,,,,2018,2018,2038,37.4937,140.3076,{nan},{'GEM': {'G100001038803'}},1914
1256,Fukushima Prefecture Koriyama Solar,Solar,PV,PP,JP,5,,,,,,2015,2015,2040,37.3866666666667,140.248,"{nan, nan, nan}","{'GEM': {'G100001038711', 'G100001038784', 'G100001038936'}}",1914
1257,Fukushima Prefecture Koriyama Solar,Solar,PV,PP,JP,4.8,,,,,,2013,2013,2037,37.4615,140.306,"{nan, nan, nan}","{'GEM': {'G100001038843', 'G100001038696', 'G100001038717'}}",1914
1258,Fukushima Prefecture Koriyama Solar,Solar,PV,PP,JP,3.2,,,,,,2017,2017,2040,37.4829,140.2434,"{nan, nan}","{'GEM': {'G100001038798', 'G100001038991'}}",1914
1259,Fukushima Prefecture Koriyama Solar Xiii,Solar,PV,PP,JP,2,,,,,,2017,2017,2037,37.4602,140.3901,{nan},{'GEM': {'G100001038939'}},28
1260,Fukushima Prefecture Koriyama Solar Xix,Solar,PV,PP,JP,2,,,,,,2020,2020,2040,37.3764,140.402,{nan},{'GEM': {'G100001038973'}},28
1261,Fukushima Prefecture Koriyama Solar Xv,Solar,PV,PP,JP,1.5,,,,,,2017,2017,2037,37.3111,140.5058,{nan},{'GEM': {'G100001038943'}},1804
1262,Fukushima Prefecture Koriyama Solar Xvi,Solar,PV,PP,JP,3.4,,,,,,2023,2023,2041,37.3309,140.42175,"{nan, nan}","{'GEM': {'G100001038986', 'G100001038950'}}",28
1263,Fukushima Prefecture Kunimi Town Solar,Solar,PV,PP,JP,11.5,,,,,,2016,2016,2038,37.8852,140.5822,"{nan, nan}","{'GEM': {'G100001038962', 'G100001038726'}}",873
1264,Fukushima Prefecture Miharu Solar,Solar,PV,PP,JP,7.2,,,,,,2015.74075,2015.74075,2040.74075,37.4293,140.503075,"{nan, nan, nan, nan}","{'GEM': {'G100001038961', 'G100001038997', 'G100001038996', 'G100001038960'}}",1804
1265,Fukushima Prefecture Minamiaizu Town Solar,Solar,PV,PP,JP,11,,,,,,2020,2020,2040,37.1071,139.5968,{nan},{'GEM': {'G100001038822'}},1307
1266,Fukushima Prefecture Minamisoma Solar,Solar,PV,PP,JP,7.4,,,,,,2016,2016,2038,37.5645,140.9237,"{nan, nan}","{'GEM': {'G100001038814', 'G100001038815'}}",98
1267,Fukushima Prefecture Minamisoma Solar,Solar,PV,PP,JP,1.8,,,,,,2015,2015,2035,37.724,140.887,{nan},{'GEM': {'G100001038739'}},2027
1268,Fukushima Prefecture Minamisoma Solar,Solar,PV,PP,JP,6,,,,,,2016,2016,2040,37.5736333333333,140.997966666667,"{nan, nan, nan}","{'GEM': {'G100001038983', 'G100001038970', 'G100001038809'}}",98
1269,Fukushima Prefecture Minamisoma Solar,Solar,PV,PP,JP,1,,,,,,2016,2016,2036,37.6035,141.0247,{nan},{'GEM': {'G100001038788'}},881
1270,Fukushima Prefecture Minamisoma Solar,Solar,PV,PP,JP,1,,,,,,2015,2015,2035,37.6733,140.934,{nan},{'GEM': {'G100001038862'}},2027
1271,Fukushima Prefecture Minamisoma Solar,Solar,PV,PP,JP,1,,,,,,2018,2018,2037,37.6648,140.9009,{nan},{'GEM': {'G100001038861'}},880
1272,Fukushima Prefecture Minamisoma Solar,Solar,PV,PP,JP,2,,,,,,2013,2013,2040,37.66955,140.9944,"{nan, nan}","{'GEM': {'G100001038989', 'G100001038673'}}",881
1273,Fukushima Prefecture Minamisoma Solar,Solar,PV,PP,JP,20.4,,,,,,2017,2017,2038,37.5430571428571,140.960014285714,"{nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001038877', 'G100001038879', 'G100001038878', 'G100001038881', 'G100001038876', 'G100001038880', 'G100001038918'}}",98
1274,Fukushima Prefecture Minamisoma Solar Xix,Solar,PV,PP,JP,9,,,,,,2017,2017,2040,37.59865,140.98485,"{nan, nan}","{'GEM': {'G100001038948', 'G100001038967'}}",881
1275,Fukushima Prefecture Minamisoma Solar Xv,Solar,PV,PP,JP,5.4,,,,,,2015,2015,2042,37.6125,140.926525,"{nan, nan, nan, nan}","{'GEM': {'G100001038886', 'G100001038982', 'G100001038883', 'G100001038995'}}",881
1276,Fukushima Prefecture Motomiya Solar,Solar,PV,PP,JP,3.5,,,,,,2014,2014,2035,37.52505,140.37875,"{nan, nan}","{'GEM': {'G100001038674', 'G100001038704'}}",1914
1277,Fukushima Prefecture Motomiya Solar,Solar,PV,PP,JP,5.7,,,,,,2014,2014,2040,37.4851,140.363733333333,"{nan, nan, nan}","{'GEM': {'G100001038716', 'G100001038698', 'G100001038715'}}",1914
1278,Fukushima Prefecture Motomiya Solar,Solar,PV,PP,JP,3.2,,,,,,2022,2022,2041,37.50425,140.44115,"{nan, nan}","{'GEM': {'G100001038958', 'G100001038988'}}",1815
1279,Fukushima Prefecture Motomiya Solar,Solar,PV,PP,JP,5.3,,,,,,2013,2013,2040,37.5334,140.435525,"{nan, nan, nan, nan}","{'GEM': {'G100001038767', 'G100001038741', 'G100001038723', 'G100001038998'}}",1815
1280,Fukushima Prefecture Nakajima Solar,Solar,PV,PP,JP,1,,,,,,2015,2015,2035,37.141,140.3473,{nan},{'GEM': {'G100001038753'}},852
1281,Fukushima Prefecture Namie Town Solar,Solar,PV,PP,JP,16,,,,,,2020,2020,2040,37.4769,140.9836,{nan},{'GEM': {'G100001038966'}},1010
1282,Fukushima Prefecture Naraha Solar,Solar,PV,PP,JP,17.6,,,,,,2014,2014,2040,37.29554,141.0139,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001038758', 'G100001038754', 'G100001038756', 'G100001038923', 'G100001038725'}}",1002
1283,Fukushima Prefecture Nihommatsu Solar,Solar,PV,PP,JP,7.7,,,,,,2017,2017,2037,37.5419,140.4745,"{nan, nan}","{'GEM': {'G100001038860', 'G100001038819'}}",1815
1284,Fukushima Prefecture Nihommatsu Solar,Solar,PV,PP,JP,5.8,,,,,,2014,2014,2040,37.63245,140.4788,"{nan, nan, nan, nan}","{'GEM': {'G100001038922', 'G100001038898', 'G100001038737', 'G100001038740'}}",1169
1285,Fukushima Prefecture Nihommatsu Solar,Solar,PV,PP,JP,4.7,,,,,,2017,2017,2040,37.5907,140.599666666667,"{nan, nan, nan}","{'GEM': {'G100001038906', 'G100001038913', 'G100001038765'}}",854
1286,Fukushima Prefecture Nihommatsu Solar,Solar,PV,PP,JP,12.1,,,,,,2014,2014,2037,37.5667875,140.4322375,"{nan, nan, nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001038953', 'G100001038869', 'G100001038775', 'G100001038750', 'G100001038677', 'G100001038774', 'G100001038773', 'G100001038976'}}",1815
1287,Fukushima Prefecture Nihommatsu Solar,Solar,PV,PP,JP,2.5,,,,,,2015,2015,2038,37.6375,140.3551,"{nan, nan}","{'GEM': {'G100001038834', 'G100001038855'}}",1948
1288,Fukushima Prefecture Nishigo Solar,Solar,PV,PP,JP,23.8,,,,,,2017,2017,2040,37.121925,140.1146,"{nan, nan, nan, nan}","{'GEM': {'G100001038832', 'G100001038944', 'G100001038831', 'G100001038844'}}",1345
1289,Fukushima Prefecture Nishigo Solar,Solar,PV,PP,JP,43.9,,,,,,2015,2015,2040,37.1892,140.148366666667,"{nan, nan, nan}","{'GEM': {'G100001038901', 'G100001038761', 'G100001038683'}}",850
1290,Fukushima Prefecture Nishigo Solar,Solar,PV,PP,JP,63.5,,,,,,2013,2013,2040,37.14955,140.169216666667,"{nan, nan, nan, nan, nan, nan}","{'GEM': {'G100001038681', 'G100001038700', 'G100001038838', 'G100001038785', 'G100001038697', 'G100000801392'}}",850
1291,Fukushima Prefecture Okuma Solar,Solar,PV,PP,JP,1,,,,,,2023,2023,2041,37.4099,140.9055,{nan},{'GEM': {'G100001038984'}},25
1292,Fukushima Prefecture Ono Solar,Solar,PV,PP,JP,50.4,,,,,,2013,2013,2040,37.239475,140.623625,"{nan, nan, nan, nan}","{'GEM': {'G100001038972', 'G100001038699', 'G100000801412', 'G100001038768'}}",1559
1293,Fukushima Prefecture Ono Solar,Solar,PV,PP,JP,3.2,,,,,,2015,2015,2038,37.34905,140.5623,"{nan, nan}","{'GEM': {'G100001038833', 'G100001038759'}}",2375
1294,Fukushima Prefecture Otama Solar,Solar,PV,PP,JP,1.3,,,,,,2016,2016,2036,37.5788,140.354,{nan},{'GEM': {'G100001038783'}},1914
1295,Fukushima Prefecture Otama Solar,Solar,PV,PP,JP,1.3,,,,,,2019,2019,2039,37.5414,140.3211,{nan},{'GEM': {'G100001038968'}},1914
1296,Fukushima Prefecture Shinchi Solar,Solar,PV,PP,JP,4.8,,,,,,2015,2015,2036,37.8900333333333,140.905833333333,"{nan, nan, nan}","{'GEM': {'G100001038802', 'G100001038769', 'G100001038796'}}",865
1297,Fukushima Prefecture Shirakawa Solar,Solar,PV,PP,JP,4,,,,,,2015,2015,2035,37.09015,140.25985,"{nan, nan}","{'GEM': {'G100001038795', 'G100001038856'}}",850
1298,Fukushima Prefecture Shirakawa Solar,Solar,PV,PP,JP,1,,,,,,2015,2015,2035,37.1414,140.2096,{nan},{'GEM': {'G100001038845'}},850
1299,Fukushima Prefecture Shirakawa Solar,Solar,PV,PP,JP,22.5,,,,,,2014,2014,2041,37.0591333333333,140.282766666667,"{nan, nan, nan}","{'GEM': {'G100001038840', 'G100001038669', 'G100001038911'}}",2011
1300,Fukushima Prefecture Shirakawa Solar,Solar,PV,PP,JP,77.5,,,,,,2015,2015,2037,37.089,140.1855,"{nan, nan, nan, nan}","{'GEM': {'G100001038885', 'G100001038804', 'G100001038782', 'G100000801580'}}",850
1301,Fukushima Prefecture Shirakawa Solar,Solar,PV,PP,JP,3.9,,,,,,2015,2015,2035,37.0817,140.3575,"{nan, nan}","{'GEM': {'G100001038745', 'G100001038770'}}",2011
1302,Fukushima Prefecture Shirakawa Solar,Solar,PV,PP,JP,15.6,,,,,,2015,2015,2040,37.18495,140.2069,"{nan, nan, nan, nan}","{'GEM': {'G100001038916', 'G100001038760', 'G100001038712', 'G100001038915'}}",850
1303,Fukushima Prefecture Solar,Solar,PV,PP,JP,1.2,,,,,,2013,2013,2033,37.1725,140.2824,{nan},{'GEM': {'G100001038695'}},852
1304,Fukushima Prefecture Soma Solar,Solar,PV,PP,JP,1.5,,,,,,2013,2013,2033,37.8389,140.8816,{nan},{'GEM': {'G100001038721'}},865
1305,Fukushima Prefecture Soma Solar,Solar,PV,PP,JP,3,,,,,,2015.74075,2015.74075,2040.74075,37.77045,140.95595,"{nan, nan}","{'GEM': {'G100001038981', 'G100001038792'}}",2026
1306,Fukushima Prefecture Sukagawa City Solar,Solar,PV,PP,JP,4.3,,,,,,2013,2013,2040,37.2783666666667,140.449066666667,"{nan, nan, nan}","{'GEM': {'G100001038987', 'G100001038671', 'G100001038941'}}",28
1307,Fukushima Prefecture Sukagawa City Solar,Solar,PV,PP,JP,1,,,,,,2017,2017,2037,37.3002,140.2586,{nan},{'GEM': {'G100001038926'}},1716
1308,Fukushima Prefecture Sukagawa City Solar,Solar,PV,PP,JP,4.4,,,,,,2017,2017,2040,37.3133333333333,140.2982,"{nan, nan, nan}","{'GEM': {'G100001038954', 'G100001038772', 'G100001038955'}}",1716
1309,Fukushima Prefecture Sukagawa City Solar,Solar,PV,PP,JP,5,,,,,,2016,2016,2038,37.29765,140.21495,"{nan, nan, nan, nan}","{'GEM': {'G100001038890', 'G100001038888', 'G100001038887', 'G100001040038'}}",1303
1310,Fukushima Prefecture Sukagawa City Solar Xv,Solar,PV,PP,JP,2,,,,,,2015.74075,2015.74075,2040.74075,37.2577,140.2908,{nan},{'GEM': {'G100001038992'}},1716
1311,Fukushima Prefecture Tamura City Solar,Solar,PV,PP,JP,1.3,,,,,,2018,2018,2038,37.4476,140.6515,{nan},{'GEM': {'G100001038904'}},2375
1312,Fukushima Prefecture Tanagura Solar,Solar,PV,PP,JP,22.5,,,,,,2013,2013,2040,36.99718,140.42048,"{nan, nan, nan, nan, nan}","{'GEM': {'G100001038971', 'G100001038896', 'G100001038684', 'G100001038757', 'G100001038927'}}",2011
1313,Fukushima Prefecture Tanagura Solar,Solar,PV,PP,JP,20,,,,,,2023,2023,2041,37.028,140.3301,{nan},{'GEM': {'G100001038874'}},2011
1314,Fukushima Prefecture Tenei Solar,Solar,PV,PP,JP,1.5,,,,,,2017,2017,2037,37.2299,140.2779,{nan},{'GEM': {'G100001038791'}},1716
1315,Fukushima Prefecture Tenei Solar,Solar,PV,PP,JP,1.5,,,,,,2017,2017,2037,37.2252,140.2984,{nan},{'GEM': {'G100001038790'}},852
1316,Fukushima Prefecture Tenei Solar,Solar,PV,PP,JP,1.8,,,,,,2016,2016,2036,37.2332,140.0624,{nan},{'GEM': {'G100001038789'}},1303
1317,Fukushima Prefecture Tomioka Solar,Solar,PV,PP,JP,42,,,,,,2015,2015,2038,37.357525,140.96605,"{nan, nan, nan, nan}","{'GEM': {'G100001038919', 'G100001038959', 'G100001038787', 'G100001038928'}}",25
1318,Fukushima Prefecture Yabuki Solar,Solar,PV,PP,JP,20,,,,,,2022,2022,2040,37.1843,140.36365,"{nan, nan}","{'GEM': {'G100001038801', 'G100001038800'}}",852
1319,Fukushima Prefecture Yabuki Solar,Solar,PV,PP,JP,11.3,,,,,,2013,2013,2040,37.207225,140.338,"{nan, nan, nan, nan}","{'GEM': {'G100001038666', 'G100001038797', 'G100001038714', 'G100001038841'}}",852
1320,Fukushima Prefecture Yabuki Solar,Solar,PV,PP,JP,6.5,,,,,,2016,2016,2036,37.204,140.2963,"{nan, nan, nan, nan}","{'GEM': {'G100001038779', 'G100001038780', 'G100001038781', 'G100001038778'}}",852
1321,Fukushima Prefecture Yamatsuri Town Solar,Solar,PV,PP,JP,1.2,,,,,,2017,2017,2036,36.8664,140.467,{nan},{'GEM': {'G100001038734'}},2123
1322,Fukushima Solar,Solar,PV,PP,JP,33,,,,,,2018,2018,2043,37.088,140.294,{nan},{'GEM': {'G100000801109'}},2011
1323,Funamachi,CCGT,CCGT,,JP,149,,,,,,1999,1999,2039,34.629383,135.460239,{nan},{'GEM': {'G100000403953'}},50
1324,Fushiki Manyofuto,Solid Biomass,,,JP,51,,,,,,2022,2022,2042,36.8008703,137.0650023,{nan},{'GEM': {'G100000200043'}},713
1325,Futamata Kochi,Hydro,Reservoir,PP,JP,72,,,,,,1963,1963,2063,33.5176,134.139,{nan},{'GEM': {'G100001051958'}},911
1326,Gifu Prefecture Ampachi Solar,Solar,PV,PP,JP,3.9,,,,,,2016,2016,2037,35.3181,136.6755,"{nan, nan}","{'GEM': {'G100001041899', 'G100001041915'}}",1211
1327,Gifu Prefecture Ena City Solar,Solar,PV,PP,JP,1,,,,,,2021,2021,2040,35.4865,137.3385,{nan},{'GEM': {'G100001041891'}},182
1328,Gifu Prefecture Ena City Solar,Solar,PV,PP,JP,4.5,,,,,,2013,2013,2035,35.327825,137.35375,"{nan, nan, nan, nan}","{'GEM': {'G100001041878', 'G100001041861', 'G100001041862', 'G100001041837'}}",2251
1329,Gifu Prefecture Ena City Solar,Solar,PV,PP,JP,3,,,,,,2015,2015,2040,35.3522,137.41715,"{nan, nan}","{'GEM': {'G100001041848', 'G100001041919'}}",2251
1330,Gifu Prefecture Ena City Solar,Solar,PV,PP,JP,4.5,,,,,,2015,2015,2041,35.362775,137.3734,"{nan, nan, nan, nan}","{'GEM': {'G100001041860', 'G100001041881', 'G100001041885', 'G100001041955'}}",182
