"Installed electricity capacity by country/area (MW) by Country/area, Technology, Grid connection and Year"

"Country/area","Technology","Grid connection","Year",Installed electricity capacity by country/area (MW)
"Saint Vincent and the Grenadines","Liquid biofuels","On-grid","2020",..
"Saint Vincent and the Grenadines","Liquid biofuels","Off-grid","2020",..
"Saint Vincent and the Grenadines","Biogas","On-grid","2020",..
"Saint Vincent and the Grenadines","Biogas","Off-grid","2020",..
"Saint Vincent and the Grenadines","Geothermal energy","On-grid","2020",..
"Saint Vincent and the Grenadines","Geothermal energy","Off-grid","2020",..
"Saint Vincent and the Grenadines","Coal and peat","On-grid","2020",..
"Saint Vincent and the Grenadines","Coal and peat","Off-grid","2020",..
"Saint Vincent and the Grenadines","Oil","On-grid","2020",46.400
"Saint Vincent and the Grenadines","Oil","Off-grid","2020",..
"Saint Vincent and the Grenadines","Natural gas","On-grid","2020",..
"Saint Vincent and the Grenadines","Natural gas","Off-grid","2020",..
"Saint Vincent and the Grenadines","Fossil fuels n.e.s.","On-grid","2020",..
"Saint Vincent and the Grenadines","Fossil fuels n.e.s.","Off-grid","2020",..
"Saint Vincent and the Grenadines","Nuclear","On-grid","2020",..
"Saint Vincent and the Grenadines","Nuclear","Off-grid","2020",..
"Saint Vincent and the Grenadines","Other non-renewable energy","On-grid","2020",..
"Saint Vincent and the Grenadines","Other non-renewable energy","Off-grid","2020",..
"Samoa","Solar photovoltaic","On-grid","2020",13.510
"Samoa","Solar photovoltaic","Off-grid","2020",0.197
"Samoa","Solar thermal energy","On-grid","2020",..
"Samoa","Solar thermal energy","Off-grid","2020",..
"Samoa","Onshore wind energy","On-grid","2020",0.550
"Samoa","Onshore wind energy","Off-grid","2020",..
"Samoa","Offshore wind energy","On-grid","2020",..
"Samoa","Offshore wind energy","Off-grid","2020",..
"Samoa","Renewable hydropower","On-grid","2020",14.060
"Samoa","Renewable hydropower","Off-grid","2020",..
"Samoa","Mixed Hydro Plants","On-grid","2020",..
"Samoa","Mixed Hydro Plants","Off-grid","2020",..
"Samoa","Pumped storage","On-grid","2020",..
"Samoa","Pumped storage","Off-grid","2020",..
"Samoa","Marine energy","On-grid","2020",..
"Samoa","Marine energy","Off-grid","2020",..
"Samoa","Solid biofuels","On-grid","2020",..
"Samoa","Solid biofuels","Off-grid","2020",..
"Samoa","Renewable municipal waste","On-grid","2020",..
"Samoa","Renewable municipal waste","Off-grid","2020",..
"Samoa","Liquid biofuels","On-grid","2020",..
"Samoa","Liquid biofuels","Off-grid","2020",..
"Samoa","Biogas","On-grid","2020",0.750
"Samoa","Biogas","Off-grid","2020",..
"Samoa","Geothermal energy","On-grid","2020",..
"Samoa","Geothermal energy","Off-grid","2020",..
"Samoa","Coal and peat","On-grid","2020",..
"Samoa","Coal and peat","Off-grid","2020",..
"Samoa","Oil","On-grid","2020",31.500
"Samoa","Oil","Off-grid","2020",..
"Samoa","Natural gas","On-grid","2020",..
"Samoa","Natural gas","Off-grid","2020",..
"Samoa","Fossil fuels n.e.s.","On-grid","2020",..
"Samoa","Fossil fuels n.e.s.","Off-grid","2020",0.084
"Samoa","Nuclear","On-grid","2020",..
"Samoa","Nuclear","Off-grid","2020",..
"Samoa","Other non-renewable energy","On-grid","2020",..
"Samoa","Other non-renewable energy","Off-grid","2020",..
"Sao Tome and Principe","Solar photovoltaic","On-grid","2020",..
"Sao Tome and Principe","Solar photovoltaic","Off-grid","2020",0.334
"Sao Tome and Principe","Solar thermal energy","On-grid","2020",..
"Sao Tome and Principe","Solar thermal energy","Off-grid","2020",..
"Sao Tome and Principe","Onshore wind energy","On-grid","2020",..
"Sao Tome and Principe","Onshore wind energy","Off-grid","2020",..
"Sao Tome and Principe","Offshore wind energy","On-grid","2020",..
"Sao Tome and Principe","Offshore wind energy","Off-grid","2020",..
"Sao Tome and Principe","Renewable hydropower","On-grid","2020",2.320
"Sao Tome and Principe","Renewable hydropower","Off-grid","2020",..
"Sao Tome and Principe","Mixed Hydro Plants","On-grid","2020",..
"Sao Tome and Principe","Mixed Hydro Plants","Off-grid","2020",..
"Sao Tome and Principe","Pumped storage","On-grid","2020",..
"Sao Tome and Principe","Pumped storage","Off-grid","2020",..
"Sao Tome and Principe","Marine energy","On-grid","2020",..
"Sao Tome and Principe","Marine energy","Off-grid","2020",..
"Sao Tome and Principe","Solid biofuels","On-grid","2020",..
"Sao Tome and Principe","Solid biofuels","Off-grid","2020",..
"Sao Tome and Principe","Renewable municipal waste","On-grid","2020",..
"Sao Tome and Principe","Renewable municipal waste","Off-grid","2020",..
"Sao Tome and Principe","Liquid biofuels","On-grid","2020",..
"Sao Tome and Principe","Liquid biofuels","Off-grid","2020",..
"Sao Tome and Principe","Biogas","On-grid","2020",..
"Sao Tome and Principe","Biogas","Off-grid","2020",..
"Sao Tome and Principe","Geothermal energy","On-grid","2020",..
"Sao Tome and Principe","Geothermal energy","Off-grid","2020",..
"Sao Tome and Principe","Coal and peat","On-grid","2020",..
"Sao Tome and Principe","Coal and peat","Off-grid","2020",..
"Sao Tome and Principe","Oil","On-grid","2020",44.905
"Sao Tome and Principe","Oil","Off-grid","2020",..
"Sao Tome and Principe","Natural gas","On-grid","2020",..
"Sao Tome and Principe","Natural gas","Off-grid","2020",..
"Sao Tome and Principe","Fossil fuels n.e.s.","On-grid","2020",..
"Sao Tome and Principe","Fossil fuels n.e.s.","Off-grid","2020",..
"Sao Tome and Principe","Nuclear","On-grid","2020",..
"Sao Tome and Principe","Nuclear","Off-grid","2020",..
"Sao Tome and Principe","Other non-renewable energy","On-grid","2020",..
"Sao Tome and Principe","Other non-renewable energy","Off-grid","2020",..
"Saudi Arabia","Solar photovoltaic","On-grid","2020",59.374
"Saudi Arabia","Solar photovoltaic","Off-grid","2020",0.014
"Saudi Arabia","Solar thermal energy","On-grid","2020",50.000
"Saudi Arabia","Solar thermal energy","Off-grid","2020",..
"Saudi Arabia","Onshore wind energy","On-grid","2020",3.250
"Saudi Arabia","Onshore wind energy","Off-grid","2020",..
"Saudi Arabia","Offshore wind energy","On-grid","2020",..
"Saudi Arabia","Offshore wind energy","Off-grid","2020",..
"Saudi Arabia","Renewable hydropower","On-grid","2020",..
"Saudi Arabia","Renewable hydropower","Off-grid","2020",..
"Saudi Arabia","Mixed Hydro Plants","On-grid","2020",..
"Saudi Arabia","Mixed Hydro Plants","Off-grid","2020",..
"Saudi Arabia","Pumped storage","On-grid","2020",..
"Saudi Arabia","Pumped storage","Off-grid","2020",..
"Saudi Arabia","Marine energy","On-grid","2020",..
"Saudi Arabia","Marine energy","Off-grid","2020",..
"Saudi Arabia","Solid biofuels","On-grid","2020",..
"Saudi Arabia","Solid biofuels","Off-grid","2020",..
"Saudi Arabia","Renewable municipal waste","On-grid","2020",..
"Saudi Arabia","Renewable municipal waste","Off-grid","2020",..
"Saudi Arabia","Liquid biofuels","On-grid","2020",..
"Saudi Arabia","Liquid biofuels","Off-grid","2020",..
"Saudi Arabia","Biogas","On-grid","2020",..
"Saudi Arabia","Biogas","Off-grid","2020",..
"Saudi Arabia","Geothermal energy","On-grid","2020",..
"Saudi Arabia","Geothermal energy","Off-grid","2020",..
"Saudi Arabia","Coal and peat","On-grid","2020",..
"Saudi Arabia","Coal and peat","Off-grid","2020",..
"Saudi Arabia","Oil","On-grid","2020",..
"Saudi Arabia","Oil","Off-grid","2020",..
"Saudi Arabia","Natural gas","On-grid","2020",..
"Saudi Arabia","Natural gas","Off-grid","2020",..
"Saudi Arabia","Fossil fuels n.e.s.","On-grid","2020",79663.750
"Saudi Arabia","Fossil fuels n.e.s.","Off-grid","2020",..
"Saudi Arabia","Nuclear","On-grid","2020",..
"Saudi Arabia","Nuclear","Off-grid","2020",..
"Saudi Arabia","Other non-renewable energy","On-grid","2020",..
"Saudi Arabia","Other non-renewable energy","Off-grid","2020",..
"Senegal","Solar photovoltaic","On-grid","2020",164.000
"Senegal","Solar photovoltaic","Off-grid","2020",7.000
"Senegal","Solar thermal energy","On-grid","2020",..
"Senegal","Solar thermal energy","Off-grid","2020",..
"Senegal","Onshore wind energy","On-grid","2020",158.700
"Senegal","Onshore wind energy","Off-grid","2020",..
"Senegal","Offshore wind energy","On-grid","2020",..
"Senegal","Offshore wind energy","Off-grid","2020",..
"Senegal","Renewable hydropower","On-grid","2020",..
"Senegal","Renewable hydropower","Off-grid","2020",..
"Senegal","Mixed Hydro Plants","On-grid","2020",..
"Senegal","Mixed Hydro Plants","Off-grid","2020",..
"Senegal","Pumped storage","On-grid","2020",..
"Senegal","Pumped storage","Off-grid","2020",..
"Senegal","Marine energy","On-grid","2020",..
"Senegal","Marine energy","Off-grid","2020",..
"Senegal","Solid biofuels","On-grid","2020",25.000
"Senegal","Solid biofuels","Off-grid","2020",..
"Senegal","Renewable municipal waste","On-grid","2020",..
"Senegal","Renewable municipal waste","Off-grid","2020",..
"Senegal","Liquid biofuels","On-grid","2020",..
"Senegal","Liquid biofuels","Off-grid","2020",..
"Senegal","Biogas","On-grid","2020",..
"Senegal","Biogas","Off-grid","2020",..
"Senegal","Geothermal energy","On-grid","2020",..
"Senegal","Geothermal energy","Off-grid","2020",..
"Senegal","Coal and peat","On-grid","2020",125.000
"Senegal","Coal and peat","Off-grid","2020",..
"Senegal","Oil","On-grid","2020",613.000
"Senegal","Oil","Off-grid","2020",..
"Senegal","Natural gas","On-grid","2020",162.900
"Senegal","Natural gas","Off-grid","2020",..
"Senegal","Fossil fuels n.e.s.","On-grid","2020",..
"Senegal","Fossil fuels n.e.s.","Off-grid","2020",67.800
"Senegal","Nuclear","On-grid","2020",..
"Senegal","Nuclear","Off-grid","2020",..
"Senegal","Other non-renewable energy","On-grid","2020",..
"Senegal","Other non-renewable energy","Off-grid","2020",..
"Serbia","Solar photovoltaic","On-grid","2020",11.500
"Serbia","Solar photovoltaic","Off-grid","2020",19.008
"Serbia","Solar thermal energy","On-grid","2020",..
"Serbia","Solar thermal energy","Off-grid","2020",..
"Serbia","Onshore wind energy","On-grid","2020",398.000
"Serbia","Onshore wind energy","Off-grid","2020",..
"Serbia","Offshore wind energy","On-grid","2020",..
"Serbia","Offshore wind energy","Off-grid","2020",..
"Serbia","Renewable hydropower","On-grid","2020",2339.300
"Serbia","Renewable hydropower","Off-grid","2020",..
"Serbia","Mixed Hydro Plants","On-grid","2020",129.000
"Serbia","Mixed Hydro Plants","Off-grid","2020",..
"Serbia","Pumped storage","On-grid","2020",614.000
"Serbia","Pumped storage","Off-grid","2020",..
"Serbia","Marine energy","On-grid","2020",..
"Serbia","Marine energy","Off-grid","2020",..
"Serbia","Solid biofuels","On-grid","2020",2.400
"Serbia","Solid biofuels","Off-grid","2020",..
"Serbia","Renewable municipal waste","On-grid","2020",..
"Serbia","Renewable municipal waste","Off-grid","2020",..
"Serbia","Liquid biofuels","On-grid","2020",..
"Serbia","Liquid biofuels","Off-grid","2020",..
"Serbia","Biogas","On-grid","2020",28.508
"Serbia","Biogas","Off-grid","2020",..
"Serbia","Geothermal energy","On-grid","2020",..
"Serbia","Geothermal energy","Off-grid","2020",..
"Serbia","Coal and peat","On-grid","2020",..
"Serbia","Coal and peat","Off-grid","2020",..
"Serbia","Oil","On-grid","2020",..
"Serbia","Oil","Off-grid","2020",..
"Serbia","Natural gas","On-grid","2020",..
"Serbia","Natural gas","Off-grid","2020",..
"Serbia","Fossil fuels n.e.s.","On-grid","2020",4360.135
"Serbia","Fossil fuels n.e.s.","Off-grid","2020",..
"Serbia","Nuclear","On-grid","2020",..
"Serbia","Nuclear","Off-grid","2020",..
"Serbia","Other non-renewable energy","On-grid","2020",1.000
"Serbia","Other non-renewable energy","Off-grid","2020",..
"Seychelles","Solar photovoltaic","On-grid","2020",2.766
"Seychelles","Solar photovoltaic","Off-grid","2020",1.022
"Seychelles","Solar thermal energy","On-grid","2020",..
"Seychelles","Solar thermal energy","Off-grid","2020",..
"Seychelles","Onshore wind energy","On-grid","2020",6.000
"Seychelles","Onshore wind energy","Off-grid","2020",..
"Seychelles","Offshore wind energy","On-grid","2020",..
"Seychelles","Offshore wind energy","Off-grid","2020",..
"Seychelles","Renewable hydropower","On-grid","2020",..
"Seychelles","Renewable hydropower","Off-grid","2020",..
"Seychelles","Mixed Hydro Plants","On-grid","2020",..
"Seychelles","Mixed Hydro Plants","Off-grid","2020",..
"Seychelles","Pumped storage","On-grid","2020",..
"Seychelles","Pumped storage","Off-grid","2020",..
"Seychelles","Marine energy","On-grid","2020",..
"Seychelles","Marine energy","Off-grid","2020",..
"Seychelles","Solid biofuels","On-grid","2020",..
"Seychelles","Solid biofuels","Off-grid","2020",..
"Seychelles","Renewable municipal waste","On-grid","2020",..
"Seychelles","Renewable municipal waste","Off-grid","2020",..
"Seychelles","Liquid biofuels","On-grid","2020",..
"Seychelles","Liquid biofuels","Off-grid","2020",..
"Seychelles","Biogas","On-grid","2020",..
"Seychelles","Biogas","Off-grid","2020",..
"Seychelles","Geothermal energy","On-grid","2020",..
"Seychelles","Geothermal energy","Off-grid","2020",..
"Seychelles","Coal and peat","On-grid","2020",..
"Seychelles","Coal and peat","Off-grid","2020",..
"Seychelles","Oil","On-grid","2020",116.400
"Seychelles","Oil","Off-grid","2020",..
"Seychelles","Natural gas","On-grid","2020",..
"Seychelles","Natural gas","Off-grid","2020",..
"Seychelles","Fossil fuels n.e.s.","On-grid","2020",..
"Seychelles","Fossil fuels n.e.s.","Off-grid","2020",..
"Seychelles","Nuclear","On-grid","2020",..
"Seychelles","Nuclear","Off-grid","2020",..
"Seychelles","Other non-renewable energy","On-grid","2020",..
"Seychelles","Other non-renewable energy","Off-grid","2020",..
"Sierra Leone","Solar photovoltaic","On-grid","2020",0.126
"Sierra Leone","Solar photovoltaic","Off-grid","2020",4.246
"Sierra Leone","Solar thermal energy","On-grid","2020",..
"Sierra Leone","Solar thermal energy","Off-grid","2020",..
"Sierra Leone","Onshore wind energy","On-grid","2020",..
"Sierra Leone","Onshore wind energy","Off-grid","2020",..
"Sierra Leone","Offshore wind energy","On-grid","2020",..
"Sierra Leone","Offshore wind energy","Off-grid","2020",..
"Sierra Leone","Renewable hydropower","On-grid","2020",56.000
"Sierra Leone","Renewable hydropower","Off-grid","2020",4.890
"Sierra Leone","Mixed Hydro Plants","On-grid","2020",..
"Sierra Leone","Mixed Hydro Plants","Off-grid","2020",..
"Sierra Leone","Pumped storage","On-grid","2020",..
"Sierra Leone","Pumped storage","Off-grid","2020",..
"Sierra Leone","Marine energy","On-grid","2020",..
"Sierra Leone","Marine energy","Off-grid","2020",..
"Sierra Leone","Solid biofuels","On-grid","2020",33.800
"Sierra Leone","Solid biofuels","Off-grid","2020",..
"Sierra Leone","Renewable municipal waste","On-grid","2020",..
"Sierra Leone","Renewable municipal waste","Off-grid","2020",..
"Sierra Leone","Liquid biofuels","On-grid","2020",..
"Sierra Leone","Liquid biofuels","Off-grid","2020",..
"Sierra Leone","Biogas","On-grid","2020",..
"Sierra Leone","Biogas","Off-grid","2020",..
"Sierra Leone","Geothermal energy","On-grid","2020",..
"Sierra Leone","Geothermal energy","Off-grid","2020",..
"Sierra Leone","Coal and peat","On-grid","2020",..
"Sierra Leone","Coal and peat","Off-grid","2020",..
"Sierra Leone","Oil","On-grid","2020",138.700
"Sierra Leone","Oil","Off-grid","2020",..
"Sierra Leone","Natural gas","On-grid","2020",..
"Sierra Leone","Natural gas","Off-grid","2020",..
"Sierra Leone","Fossil fuels n.e.s.","On-grid","2020",..
"Sierra Leone","Fossil fuels n.e.s.","Off-grid","2020",..
"Sierra Leone","Nuclear","On-grid","2020",..
"Sierra Leone","Nuclear","Off-grid","2020",..
"Sierra Leone","Other non-renewable energy","On-grid","2020",..
"Sierra Leone","Other non-renewable energy","Off-grid","2020",..
"Singapore","Solar photovoltaic","On-grid","2020",335.545
"Singapore","Solar photovoltaic","Off-grid","2020",..
"Singapore","Solar thermal energy","On-grid","2020",..
"Singapore","Solar thermal energy","Off-grid","2020",..
"Singapore","Onshore wind energy","On-grid","2020",0.100
"Singapore","Onshore wind energy","Off-grid","2020",..
"Singapore","Offshore wind energy","On-grid","2020",..
"Singapore","Offshore wind energy","Off-grid","2020",..
"Singapore","Renewable hydropower","On-grid","2020",..
"Singapore","Renewable hydropower","Off-grid","2020",..
"Singapore","Mixed Hydro Plants","On-grid","2020",..
"Singapore","Mixed Hydro Plants","Off-grid","2020",..
"Singapore","Pumped storage","On-grid","2020",..
"Singapore","Pumped storage","Off-grid","2020",..
"Singapore","Marine energy","On-grid","2020",0.021
"Singapore","Marine energy","Off-grid","2020",..
"Singapore","Solid biofuels","On-grid","2020",90.000
"Singapore","Solid biofuels","Off-grid","2020",..
"Singapore","Renewable municipal waste","On-grid","2020",128.400
"Singapore","Renewable municipal waste","Off-grid","2020",..
"Singapore","Liquid biofuels","On-grid","2020",..
"Singapore","Liquid biofuels","Off-grid","2020",..
"Singapore","Biogas","On-grid","2020",..
"Singapore","Biogas","Off-grid","2020",..
"Singapore","Geothermal energy","On-grid","2020",..
"Singapore","Geothermal energy","Off-grid","2020",..
"Singapore","Coal and peat","On-grid","2020",434.000
"Singapore","Coal and peat","Off-grid","2020",..
"Singapore","Oil","On-grid","2020",198.000
"Singapore","Oil","Off-grid","2020",..
"Singapore","Natural gas","On-grid","2020",10713.010
"Singapore","Natural gas","Off-grid","2020",..
"Singapore","Fossil fuels n.e.s.","On-grid","2020",..
"Singapore","Fossil fuels n.e.s.","Off-grid","2020",..
"Singapore","Nuclear","On-grid","2020",..
"Singapore","Nuclear","Off-grid","2020",..
"Singapore","Other non-renewable energy","On-grid","2020",128.400
"Singapore","Other non-renewable energy","Off-grid","2020",..
"Slovakia","Solar photovoltaic","On-grid","2020",535.000
"Slovakia","Solar photovoltaic","Off-grid","2020",..
"Slovakia","Solar thermal energy","On-grid","2020",..
"Slovakia","Solar thermal energy","Off-grid","2020",..
"Slovakia","Onshore wind energy","On-grid","2020",3.000
"Slovakia","Onshore wind energy","Off-grid","2020",..
"Slovakia","Offshore wind energy","On-grid","2020",..
"Slovakia","Offshore wind energy","Off-grid","2020",..
"Slovakia","Renewable hydropower","On-grid","2020",1613.000
"Slovakia","Renewable hydropower","Off-grid","2020",..
"Slovakia","Mixed Hydro Plants","On-grid","2020",..
"Slovakia","Mixed Hydro Plants","Off-grid","2020",..
"Slovakia","Pumped storage","On-grid","2020",916.000
"Slovakia","Pumped storage","Off-grid","2020",..
"Slovakia","Marine energy","On-grid","2020",..
"Slovakia","Marine energy","Off-grid","2020",..
"Slovakia","Solid biofuels","On-grid","2020",137.000
"Slovakia","Solid biofuels","Off-grid","2020",..
"Slovakia","Renewable municipal waste","On-grid","2020",6.000
"Slovakia","Renewable municipal waste","Off-grid","2020",..
"Slovakia","Liquid biofuels","On-grid","2020",..
"Slovakia","Liquid biofuels","Off-grid","2020",..
"Slovakia","Biogas","On-grid","2020",82.000
"Slovakia","Biogas","Off-grid","2020",..
"Slovakia","Geothermal energy","On-grid","2020",..
"Slovakia","Geothermal energy","Off-grid","2020",..
"Slovakia","Coal and peat","On-grid","2020",..
"Slovakia","Coal and peat","Off-grid","2020",..
"Slovakia","Oil","On-grid","2020",..
"Slovakia","Oil","Off-grid","2020",..
"Slovakia","Natural gas","On-grid","2020",..
"Slovakia","Natural gas","Off-grid","2020",..
"Slovakia","Fossil fuels n.e.s.","On-grid","2020",2411.000
"Slovakia","Fossil fuels n.e.s.","Off-grid","2020",..
"Slovakia","Nuclear","On-grid","2020",1971.000
"Slovakia","Nuclear","Off-grid","2020",..
"Slovakia","Other non-renewable energy","On-grid","2020",32.000
"Slovakia","Other non-renewable energy","Off-grid","2020",..
"Slovenia","Solar photovoltaic","On-grid","2020",369.780
"Slovenia","Solar photovoltaic","Off-grid","2020",..
"Slovenia","Solar thermal energy","On-grid","2020",..
"Slovenia","Solar thermal energy","Off-grid","2020",..
"Slovenia","Onshore wind energy","On-grid","2020",3.300
"Slovenia","Onshore wind energy","Off-grid","2020",..
"Slovenia","Offshore wind energy","On-grid","2020",..
"Slovenia","Offshore wind energy","Off-grid","2020",..
"Slovenia","Renewable hydropower","On-grid","2020",1171.863
"Slovenia","Renewable hydropower","Off-grid","2020",..
"Slovenia","Mixed Hydro Plants","On-grid","2020",..
"Slovenia","Mixed Hydro Plants","Off-grid","2020",..
"Slovenia","Pumped storage","On-grid","2020",180.000
"Slovenia","Pumped storage","Off-grid","2020",..
"Slovenia","Marine energy","On-grid","2020",..
"Slovenia","Marine energy","Off-grid","2020",..
"Slovenia","Solid biofuels","On-grid","2020",35.000
"Slovenia","Solid biofuels","Off-grid","2020",..
"Slovenia","Renewable municipal waste","On-grid","2020",..
"Slovenia","Renewable municipal waste","Off-grid","2020",..
"Slovenia","Liquid biofuels","On-grid","2020",1.400
"Slovenia","Liquid biofuels","Off-grid","2020",..
"Slovenia","Biogas","On-grid","2020",30.346
"Slovenia","Biogas","Off-grid","2020",..
"Slovenia","Geothermal energy","On-grid","2020",..
"Slovenia","Geothermal energy","Off-grid","2020",..
"Slovenia","Coal and peat","On-grid","2020",..
"Slovenia","Coal and peat","Off-grid","2020",..
"Slovenia","Oil","On-grid","2020",..
"Slovenia","Oil","Off-grid","2020",..
"Slovenia","Natural gas","On-grid","2020",..
"Slovenia","Natural gas","Off-grid","2020",..
"Slovenia","Fossil fuels n.e.s.","On-grid","2020",1447.721
"Slovenia","Fossil fuels n.e.s.","Off-grid","2020",..
"Slovenia","Nuclear","On-grid","2020",688.000
"Slovenia","Nuclear","Off-grid","2020",..
"Slovenia","Other non-renewable energy","On-grid","2020",2.000
"Slovenia","Other non-renewable energy","Off-grid","2020",..
"Solomon Islands","Solar photovoltaic","On-grid","2020",1.050
"Solomon Islands","Solar photovoltaic","Off-grid","2020",1.485
"Solomon Islands","Solar thermal energy","On-grid","2020",..
"Solomon Islands","Solar thermal energy","Off-grid","2020",..
"Solomon Islands","Onshore wind energy","On-grid","2020",..
"Solomon Islands","Onshore wind energy","Off-grid","2020",..
"Solomon Islands","Offshore wind energy","On-grid","2020",..
"Solomon Islands","Offshore wind energy","Off-grid","2020",..
"Solomon Islands","Renewable hydropower","On-grid","2020",..
"Solomon Islands","Renewable hydropower","Off-grid","2020",0.339
"Solomon Islands","Mixed Hydro Plants","On-grid","2020",..
"Solomon Islands","Mixed Hydro Plants","Off-grid","2020",..
"Solomon Islands","Pumped storage","On-grid","2020",..
"Solomon Islands","Pumped storage","Off-grid","2020",..
"Solomon Islands","Marine energy","On-grid","2020",..
"Solomon Islands","Marine energy","Off-grid","2020",..
"Solomon Islands","Solid biofuels","On-grid","2020",..
"Solomon Islands","Solid biofuels","Off-grid","2020",0.500
"Solomon Islands","Renewable municipal waste","On-grid","2020",..
"Solomon Islands","Renewable municipal waste","Off-grid","2020",..
"Solomon Islands","Liquid biofuels","On-grid","2020",0.256
"Solomon Islands","Liquid biofuels","Off-grid","2020",..
"Solomon Islands","Biogas","On-grid","2020",..
"Solomon Islands","Biogas","Off-grid","2020",..
"Solomon Islands","Geothermal energy","On-grid","2020",..
"Solomon Islands","Geothermal energy","Off-grid","2020",..
"Solomon Islands","Coal and peat","On-grid","2020",..
"Solomon Islands","Coal and peat","Off-grid","2020",..
"Solomon Islands","Oil","On-grid","2020",48.661
"Solomon Islands","Oil","Off-grid","2020",..
"Solomon Islands","Natural gas","On-grid","2020",..
"Solomon Islands","Natural gas","Off-grid","2020",..
"Solomon Islands","Fossil fuels n.e.s.","On-grid","2020",..
"Solomon Islands","Fossil fuels n.e.s.","Off-grid","2020",15.196
"Solomon Islands","Nuclear","On-grid","2020",..
"Solomon Islands","Nuclear","Off-grid","2020",..
"Solomon Islands","Other non-renewable energy","On-grid","2020",..
"Solomon Islands","Other non-renewable energy","Off-grid","2020",..
"Somalia","Solar photovoltaic","On-grid","2020",..
"Somalia","Solar photovoltaic","Off-grid","2020",15.538
"Somalia","Solar thermal energy","On-grid","2020",..
"Somalia","Solar thermal energy","Off-grid","2020",..
"Somalia","Onshore wind energy","On-grid","2020",..
"Somalia","Onshore wind energy","Off-grid","2020",3.550
"Somalia","Offshore wind energy","On-grid","2020",..
"Somalia","Offshore wind energy","Off-grid","2020",..
"Somalia","Renewable hydropower","On-grid","2020",..
"Somalia","Renewable hydropower","Off-grid","2020",..
"Somalia","Mixed Hydro Plants","On-grid","2020",..
"Somalia","Mixed Hydro Plants","Off-grid","2020",..
"Somalia","Pumped storage","On-grid","2020",..
"Somalia","Pumped storage","Off-grid","2020",..
"Somalia","Marine energy","On-grid","2020",..
"Somalia","Marine energy","Off-grid","2020",..
"Somalia","Solid biofuels","On-grid","2020",..
"Somalia","Solid biofuels","Off-grid","2020",..
"Somalia","Renewable municipal waste","On-grid","2020",..
"Somalia","Renewable municipal waste","Off-grid","2020",..
"Somalia","Liquid biofuels","On-grid","2020",..
"Somalia","Liquid biofuels","Off-grid","2020",..
"Somalia","Biogas","On-grid","2020",..
"Somalia","Biogas","Off-grid","2020",..
"Somalia","Geothermal energy","On-grid","2020",..
"Somalia","Geothermal energy","Off-grid","2020",..
"Somalia","Coal and peat","On-grid","2020",..
"Somalia","Coal and peat","Off-grid","2020",..
"Somalia","Oil","On-grid","2020",..
"Somalia","Oil","Off-grid","2020",..
"Somalia","Natural gas","On-grid","2020",..
"Somalia","Natural gas","Off-grid","2020",..
"Somalia","Fossil fuels n.e.s.","On-grid","2020",..
"Somalia","Fossil fuels n.e.s.","Off-grid","2020",100.000
"Somalia","Nuclear","On-grid","2020",..
"Somalia","Nuclear","Off-grid","2020",..
"Somalia","Other non-renewable energy","On-grid","2020",..
"Somalia","Other non-renewable energy","Off-grid","2020",..
"South Africa","Solar photovoltaic","On-grid","2020",5487.712
"South Africa","Solar photovoltaic","Off-grid","2020",1.866
"South Africa","Solar thermal energy","On-grid","2020",500.000
"South Africa","Solar thermal energy","Off-grid","2020",..
"South Africa","Onshore wind energy","On-grid","2020",2516.000
"South Africa","Onshore wind energy","Off-grid","2020",..
"South Africa","Offshore wind energy","On-grid","2020",..
"South Africa","Offshore wind energy","Off-grid","2020",..
"South Africa","Renewable hydropower","On-grid","2020",740.000
"South Africa","Renewable hydropower","Off-grid","2020",7.650
"South Africa","Mixed Hydro Plants","On-grid","2020",..
"South Africa","Mixed Hydro Plants","Off-grid","2020",..
"South Africa","Pumped storage","On-grid","2020",2732.000
"South Africa","Pumped storage","Off-grid","2020",..
"South Africa","Marine energy","On-grid","2020",..
"South Africa","Marine energy","Off-grid","2020",..
"South Africa","Solid biofuels","On-grid","2020",241.700
"South Africa","Solid biofuels","Off-grid","2020",..
"South Africa","Renewable municipal waste","On-grid","2020",..
"South Africa","Renewable municipal waste","Off-grid","2020",..
"South Africa","Liquid biofuels","On-grid","2020",..
"South Africa","Liquid biofuels","Off-grid","2020",..
"South Africa","Biogas","On-grid","2020",22.985
"South Africa","Biogas","Off-grid","2020",..
"South Africa","Geothermal energy","On-grid","2020",..
"South Africa","Geothermal energy","Off-grid","2020",..
"South Africa","Coal and peat","On-grid","2020",40686.000
"South Africa","Coal and peat","Off-grid","2020",..
"South Africa","Oil","On-grid","2020",2426.000
"South Africa","Oil","Off-grid","2020",..
"South Africa","Natural gas","On-grid","2020",..
"South Africa","Natural gas","Off-grid","2020",..
"South Africa","Fossil fuels n.e.s.","On-grid","2020",..
"South Africa","Fossil fuels n.e.s.","Off-grid","2020",14.400
"South Africa","Nuclear","On-grid","2020",1940.000
"South Africa","Nuclear","Off-grid","2020",..
"South Africa","Other non-renewable energy","On-grid","2020",..
"South Africa","Other non-renewable energy","Off-grid","2020",..
"South Georgia and the South Sandwich Islands","Solar photovoltaic","On-grid","2020",..
"South Georgia and the South Sandwich Islands","Solar photovoltaic","Off-grid","2020",..
"South Georgia and the South Sandwich Islands","Solar thermal energy","On-grid","2020",..
